"","symbol","weight"
"83946","EMR3",7
"2899","EMX2",1
"67255","EN1",2
"64437","ENAH",6
"87205","ENAM",9
"73473","ENC1",4
"30633","ENDOU",2
"58940","ENDOV",4
"80526","ENG",3
"55886","ENGASE",3
"46174","ENKUR",3
"52593","ENO2",1
"36424","ENO3",2
"75917","ENOPH1",2
"59580","ENOSF1",3
"73028","ENOX1",4
"68463","ENOX2",3
"88270","ENPEP",9
"85364","ENPP1",7
"90130","ENPP2",12
"75924","ENPP3",6
"75925","ENPP4",7
"68559","ENPP5",2
"88087","ENPP6",2
"69406","ENPP7",5
"35557","ENSA",2
"84908","ENSG00000173366",2
"21224","ENSG00000176593",1
"17499","ENSG00000183470",1
"75927","ENSG00000184909",3
"75928","ENSG00000187461",2
"45442","ENSG00000214397",1
"7928","ENSG00000214970",1
"86526","ENSG00000226232",11
"32037","ENSG00000232637",1
"9689","ENSG00000233389",1
"15888","ENSG00000235041",1
"52599","ENSG00000235434",1
"9690","ENSG00000237240",1
"10810","ENSG00000240127",1
"32753","ENSG00000247570",1
"75929","ENSG00000248710",5
"12704","ENSG00000249209",1
"66102","ENSG00000249624",1
"56385","ENSG00000251184",1
"12511","ENSG00000251357",1
"61977","ENSG00000254553",3
"11909","ENSG00000254756",1
"46860","ENSG00000256349",2
"30361","ENSG00000257033",1
"33717","ENSG00000257198",1
"9337","ENSG00000257921",2
"29208","ENSG00000257950",1
"69409","ENSG00000258466",1
"17327","ENSG00000258472",1
"39842","ENSG00000258852",1
"22455","ENSG00000259288",1
"29972","ENSG00000260175",3
"34847","ENSG00000260861",1
"8537","ENSG00000261884",1
"89125","ENSG00000262323",1
"14311","ENSG00000263424",1
"82223","ENSG00000267261",1
"17154","ENSG00000267385",1
"82278","ENTHD1",5
"10812","ENTHD2",1
"52601","ENTPD1",4
"58140","ENTPD2",3
"52602","ENTPD3",1
"88088","ENTPD4",4
"68131","ENTPD5",7
"75931","ENTPD6",4
"66108","ENTPD7",6
"1574","ENTPD8",1
"41533","EOGT",2
"71175","EOMES",3
"87966","EP300",14
"87483","EP400",14
"89923","EP400NL",5
"81074","EPAS1",5
"75932","EPB41",5
"80754","EPB41L1",7
"85367","EPB41L2",8
"86527","EPB41L3",11
"37426","EPB41L4A",5
"60569","EPB41L4B",3
"75933","EPB41L5",7
"3812","EPB42",1
"83491","EPB49",1
"84910","EPC1",8
"89545","EPC2",4
"81812","EPDR1",5
"85369","EPG5",16
"61978","EPGN",1
"89193","EPHA1",8
"25738","EPHA2",3
"88157","EPHA3",6
"75939","EPHA4",5
"83436","EPHA5",8
"87241","EPHA6",8
"41543","EPHA7",8
"70870","EPHA8",3
"71011","EPHB1",13
"85370","EPHB2",6
"89772","EPHB3",5
"70746","EPHB4",5
"83755","EPHB6",5
"60248","EPHX1",3
"68042","EPHX2",4
"593","EPHX3",1
"75945","EPHX4",4
"75946","EPM2A",1
"63618","EPM2AIP1",3
"63978","EPN1",5
"33948","EPN2",3
"85030","EPN3",3
"4246","EPO",1
"83335","EPOR",5
"68520","EPPIN",1
"86222","EPPK1",9
"87330","EPRS",11
"85371","EPS15",6
"5626","EPS15L1",1
"68043","EPS8",7
"66113","EPS8L1",5
"56725","EPS8L2",4
"75947","EPS8L3",2
"69420","EPSTI1",2
"75948","EPT1",4
"45071","EPX",4
"75949","EPYC",5
"3917","ERAL1",1
"88089","ERAP1",3
"75950","ERAP2",6
"89499","ERBB2",23
"83116","ERBB2IP",13
"89500","ERBB3",20
"88271","ERBB4",14
"75953","ERC1",8
"75955","ERC2",7
"85374","ERCC1",2
"67932","ERCC2",3
"84261","ERCC3",5
"75957","ERCC4",4
"69424","ERCC5",5
"87538","ERCC6",17
"81332","ERCC6L",9
"75960","ERCC6L2",5
"4981","ERCC8",1
"71302","ERF",1
"75961","ERG",3
"52633","ERGIC1",3
"80755","ERGIC3",4
"41560","ERI2",3
"40142","ERI3",1
"88502","ERICH1",3
"28274","ERLEC1",2
"22759","ERLIN1",1
"69427","ERLIN2",4
"57729","ERMAP",3
"75962","ERMN",1
"56068","ERMP1",5
"65329","ERN1",4
"59325","ERN2",10
"89732","ERO1L",4
"5066","ERO1LB",1
"27602","ERP29",4
"37802","ERV3-1",4
"75964","ERVFRD-1",2
"67875","ERVMER34-1",4
"70747","ERVW-1",3
"50366","ESAM",4
"90262","ESCO1",4
"75967","ESCO2",1
"68299","ESD",2
"87206","ESF1",7
"87059","ESPL1",13
"81333","ESPN",5
"75970","ESR1",7
"75972","ESR2",5
"83118","ESRP1",4
"69428","ESRP2",4
"10828","ESRRB",1
"64756","ESRRG",4
"63979","ESX1",3
"87060","ESYT1",5
"2529","ESYT2",1
"86529","ESYT3",6
"58473","ETAA1",4
"62768","ETF1",3
"11911","ETFA",1
"18106","ETFB",2
"52642","ETFDH",1
"61630","ETHE1",1
"87406","ETNK1",4
"75976","ETNK2",5
"81965","ETS1",4
"80207","ETS2",7
"82592","ETV1",6
"22762","ETV2",1
"62769","ETV3",4
"52647","ETV3L",4
"62653","ETV4",2
"83534","ETV5",9
"69432","ETV6",7
"85378","ETV7",3
"63620","EVC",3
"73706","EVC2",8
"41569","EVI2A",1
"39399","EVI2B",2
"89996","EVI5",4
"41570","EVI5L",2
"71303","EVPL",11
"72513","EWSR1",9
"41574","EXD1",1
"75982","EXD2",2
"6549","EXD3",1
"81334","EXO1",7
"75985","EXOC1",7
"80932","EXOC2",7
"89194","EXOC3",6
"89353","EXOC3L1",3
"46469","EXOC3L4",1
"73312","EXOC4",9
"75987","EXOC5",2
"88983","EXOC6",10
"80527","EXOC6B",4
"68133","EXOC7",6
"37803","EXOC8",2
"61982","EXOSC10",1
"46863","EXOSC2",3
"57054","EXOSC4",1
"84263","EXOSC5",2
"62511","EXOSC7",1
"69436","EXOSC8",1
"88158","EXOSC9",6
"67752","EXPH5",8
"85380","EXT1",8
"75993","EXT2",6
"61726","EXTL1",1
"75994","EXTL2",1
"88216","EXTL3",6
"83535","EYA1",4
"89354","EYA2",2
"72927","EYA3",3
"72947","EYA4",6
"84265","EYS",23
"76001","EZH1",3
"62772","EZH2",3
"29973","EZR",1
"76002","F10",5
"89301","F11R",4
"84266","F12",2
"86530","F13A1",5
"86223","F13B",6
"30362","F2",2
"72866","F2R",5
"76004","F2RL1",1
"32806","F2RL2",2
"80459","F5",28
"76007","F7",2
"85382","F8",20
"18826","F8A1",1
"49891","F9",1
"83119","FAAH",6
"10835","FAAH2",1
"63251","FABP1",2
"76011","FABP12",3
"48266","FABP2",1
"52655","FABP3",1
"20270","FABP6",1
"29224","FABP7",1
"83694","FABP9",3
"76012","FADS1",4
"83579","FADS2",9
"89828","FAF1",7
"69439","FAF2",4
"39269","FAH",3
"85031","FAHD1",1
"58944","FAHD2A",5
"66126","FAHD2B",2
"86319","FAIM3",4
"596","FAM100B",1
"6564","FAM101B",1
"72867","FAM102A",3
"59583","FAM102B",3
"7483","FAM103A1",1
"56166","FAM104A",3
"66128","FAM104B",1
"56070","FAM105A",1
"60020","FAM105B",1
"21687","FAM107A",1
"18413","FAM107B",1
"60250","FAM108A1",3
"82281","FAM108C1",1
"56167","FAM109B",1
"68002","FAM110A",1
"69440","FAM110B",1
"81675","FAM111A",7
"29226","FAM111B",5
"83337","FAM114A1",5
"83948","FAM114A2",6
"61005","FAM115A",2
"86532","FAM115C",6
"85383","FAM116A",7
"80933","FAM117A",2
"32754","FAM117B",4
"64757","FAM118B",2
"69441","FAM120A",6
"66130","FAM120AOS",1
"89263","FAM120B",4
"68980","FAM120C",9
"76019","FAM122A",2
"76020","FAM122B",4
"17088","FAM122C",1
"76021","FAM123A",3
"89126","FAM123B",13
"87540","FAM123C",8
"70751","FAM124A",4
"36329","FAM124B",5
"12569","FAM125B",1
"76024","FAM126A",1
"56394","FAM127B",3
"87892","FAM127C",1
"81336","FAM129A",4
"87443","FAM129B",3
"76025","FAM129C",6
"85384","FAM131A",3
"60932","FAM131B",6
"18215","FAM131C",1
"76028","FAM133A",1
"29975","FAM133B",1
"6567","FAM134C",2
"76030","FAM135A",5
"76032","FAM135B",10
"39536","FAM136A",1
"49892","FAM13A",3
"85385","FAM13B",11
"85386","FAM13C",9
"87808","FAM149A",2
"88622","FAM149B1",5
"88828","FAM150B",2
"72711","FAM151A",4
"73044","FAM153A",1
"80040","FAM153B",7
"58320","FAM154A",2
"1588","FAM154B",1
"62774","FAM155A",6
"85387","FAM155B",2
"86535","FAM157A",1
"8562","FAM159B",1
"87061","FAM160A1",5
"82833","FAM160A2",9
"64574","FAM160B1",4
"68045","FAM160B2",4
"76041","FAM161A",6
"69445","FAM161B",3
"76042","FAM162A",3
"38937","FAM162B",1
"67440","FAM163A",1
"80340","FAM166A",4
"6569","FAM166B",1
"80089","FAM167A",2
"37074","FAM167B",2
"37264","FAM168A",1
"26171","FAM168B",2
"65146","FAM169A",6
"32808","FAM169B",2
"66135","FAM170B",4
"86092","FAM171A1",14
"68521","FAM171A2",2
"90191","FAM171B",8
"76044","FAM172A",3
"69448","FAM173B",3
"62655","FAM174B",1
"76045","FAM175A",1
"82927","FAM175B",3
"76046","FAM176A",1
"60571","FAM176C",2
"65332","FAM177B",2
"30641","FAM178A",2
"67648","FAM178B",1
"89909","FAM179A",6
"76050","FAM179B",13
"80090","FAM180A",1
"68046","FAM180B",2
"38939","FAM181A",1
"86094","FAM182A",3
"48937","FAM182B",5
"21141","FAM183B",1
"85389","FAM184A",8
"8565","FAM184B",4
"86536","FAM185A",3
"86537","FAM186A",14
"87967","FAM186B",4
"73642","FAM187B",2
"85390","FAM188A",4
"68842","FAM188B",5
"81338","FAM189A1",4
"76053","FAM189A2",3
"52673","FAM189B",2
"37813","FAM18B2",4
"76054","FAM190A",3
"76055","FAM190B",9
"20529","FAM192A",2
"85391","FAM193A",7
"85392","FAM193B",7
"76056","FAM194A",4
"86538","FAM194B",6
"63624","FAM196A",2
"76059","FAM196B",2
"80528","FAM198A",3
"76060","FAM198B",1
"47115","FAM199X",3
"82282","FAM19A4",2
"27659","FAM19A5",1
"85032","FAM200A",2
"89355","FAM200B",5
"89450","FAM205A",7
"24878","FAM207A",1
"85393","FAM208A",10
"87062","FAM208B",16
"2904","FAM209A",1
"46176","FAM20A",3
"23694","FAM20B",1
"82993","FAM20C",4
"64440","FAM210A",2
"61987","FAM210B",2
"8568","FAM212A",1
"52678","FAM212B",3
"84271","FAM214A",7
"55247","FAM214B",2
"80292","FAM217A",3
"63981","FAM217B",5
"20708","FAM218A",1
"69454","FAM219A",4
"48046","FAM219B",2
"89868","FAM21A",11
"38689","FAM21C",5
"76068","FAM220A",3
"41616","FAM221A",2
"48272","FAM221B",1
"23587","FAM222B",3
"37189","FAM227A",1
"74216","FAM227B",4
"76069","FAM228A",2
"61766","FAM22A",3
"80091","FAM22B",4
"86541","FAM22D",6
"67259","FAM22E",1
"87968","FAM22F",8
"86542","FAM22G",8
"65148","FAM26D",4
"48273","FAM26E",3
"57737","FAM26F",1
"50107","FAM27A",2
"84272","FAM32A",1
"58479","FAM35A",2
"14034","FAM3A",2
"55731","FAM3B",3
"25826","FAM3C",2
"66139","FAM3D",1
"83492","FAM40A",5
"52682","FAM40B",1
"69458","FAM43A",1
"41620","FAM45A",2
"65150","FAM46A",4
"66140","FAM46B",3
"83122","FAM46C",1
"89774","FAM46D",4
"81966","FAM47A",11
"88159","FAM47B",12
"88091","FAM47C",16
"56037","FAM47E",1
"63252","FAM48A",4
"76073","FAM49A",3
"55803","FAM49B",5
"32945","FAM50A",1
"48274","FAM53B",2
"88403","FAM53C",4
"2905","FAM54B",1
"67754","FAM57A",2
"85397","FAM57B",2
"87893","FAM58A",4
"66142","FAM59A",5
"80607","FAM59B",3
"69460","FAM5B",4
"89776","FAM5C",12
"17505","FAM60A",1
"66143","FAM63A",5
"85398","FAM63B",1
"57740","FAM65A",12
"88829","FAM65B",6
"85399","FAM65C",9
"88830","FAM69A",1
"27038","FAM69B",2
"88753","FAM69C",3
"85400","FAM70A",5
"67260","FAM70B",1
"87207","FAM71A",6
"46178","FAM71B",7
"81896","FAM71C",1
"82284","FAM71D",2
"88565","FAM71E2",4
"31146","FAM72A",1
"50671","FAM72B",1
"60334","FAM72C",1
"74148","FAM72D",2
"45682","FAM73A",3
"89174","FAM73B",2
"71643","FAM75A1",2
"88504","FAM75A2",2
"84273","FAM75A3",5
"88160","FAM75A6",7
"16474","FAM75A7",1
"63625","FAM75B",1
"87063","FAM75D1",17
"41630","FAM75E1",2
"41631","FAM76A",1
"64100","FAM76B",2
"76081","FAM78B",3
"63253","FAM81A",2
"76083","FAM81B",6
"76085","FAM82A1",6
"29238","FAM82A2",3
"58000","FAM82B",3
"80343","FAM83A",4
"76088","FAM83B",10
"66147","FAM83C",3
"88092","FAM83E",2
"28863","FAM83F",3
"88218","FAM83G",3
"67352","FAM83H",3
"29239","FAM84A",1
"88754","FAM86B1",9
"86543","FAM86B2",12
"52697","FAM86C1",1
"39785","FAM8A1",1
"36068","FAM90A1",2
"86546","FAM90A27P",1
"90477","FAM91A1",7
"76090","FAM92A1",2
"67650","FAM92B",1
"45075","FAM96A",2
"64758","FAM96B",1
"85402","FAM98A",7
"76093","FAM98B",3
"80461","FAM98C",7
"84277","FAM9A",2
"68403","FAM9B",2
"41638","FAM9C",2
"66150","FAN1",10
"74006","FANCA",8
"69464","FANCB",4
"66151","FANCC",4
"89601","FANCD2",15
"86077","FANCE",2
"83536","FANCF",2
"70754","FANCG",4
"76096","FANCI",10
"64827","FANCL",2
"82082","FANCM",8
"88505","FANK1",5
"61825","FAP",6
"59586","FAR2",2
"57741","FARP1",3
"90036","FARP2",10
"76098","FARS2",4
"41647","FARSA",3
"85405","FARSB",5
"36866","FAS",2
"63785","FASLG",2
"89127","FASN",15
"63342","FASTK",2
"76099","FASTKD1",4
"80293","FASTKD2",6
"63627","FASTKD3",3
"88094","FASTKD5",5
"88353","FAT1",24
"86549","FAT2",26
"88832","FAT3",39
"76108","FAT4",25
"80531","FATE1",6
"52709","FAXC",1
"41665","FBF1",8
"66156","FBL",5
"6581","FBLIM1",1
"83615","FBLN1",3
"76109","FBLN2",8
"80393","FBLN5",1
"88162","FBN1",20
"87970","FBN2",16
"89869","FBN3",22
"41673","FBP1",2
"89501","FBRS",3
"30414","FBRSL1",1
"63470","FBXL13",4
"89546","FBXL14",2
"88163","FBXL17",3
"69467","FBXL18",9
"83616","FBXL19",3
"80533","FBXL2",6
"3541","FBXL20",1
"27604","FBXL21",1
"32869","FBXL3",2
"88406","FBXL4",4
"76110","FBXL5",6
"69468","FBXL6",2
"72986","FBXL7",3
"41675","FBXL8",1
"71555","FBXO10",1
"85409","FBXO11",5
"76111","FBXO15",3
"14362","FBXO16",1
"71444","FBXO17",5
"89224","FBXO18",9
"71085","FBXO2",1
"62776","FBXO21",11
"55558","FBXO22",2
"85410","FBXO24",7
"59164","FBXO25",2
"39348","FBXO27",1
"83125","FBXO28",3
"62777","FBXO3",3
"71086","FBXO30",6
"66161","FBXO31",3
"33962","FBXO32",1
"37828","FBXO33",5
"82862","FBXO34",6
"76115","FBXO38",1
"33304","FBXO39",3
"76116","FBXO4",2
"41679","FBXO40",4
"83340","FBXO41",3
"84912","FBXO42",3
"76118","FBXO43",3
"21961","FBXO44",4
"52723","FBXO46",1
"26768","FBXO5",2
"83126","FBXO6",1
"52725","FBXO7",5
"76119","FBXO9",1
"89777","FBXW10",9
"89997","FBXW12",2
"83342","FBXW2",5
"83950","FBXW4",3
"85411","FBXW7",15
"68404","FBXW8",3
"67652","FBXW9",4
"86552","FCAMR",3
"83756","FCAR",3
"73708","FCER1A",4
"84279","FCER2",1
"89870","FCGBP",32
"76124","FCGR1A",5
"30105","FCGR1B",2
"45685","FCGR2A",2
"86559","FCGR3A",4
"32870","FCGR3B",2
"69473","FCGRT",3
"63436","FCHO1",5
"76126","FCHO2",4
"76129","FCHSD1",6
"8577","FCHSD2",2
"21660","FCN1",1
"27706","FCN2",1
"85034","FCRL1",4
"69475","FCRL2",3
"86224","FCRL3",7
"86225","FCRL4",5
"76133","FCRL5",13
"47610","FCRL6",1
"56402","FCRLB",1
"76134","FDCSP",2
"73066","FDFT1",5
"81345","FDPS",5
"33724","FDX1L",2
"76135","FDXACB1",1
"61631","FDXR",3
"87971","FEM1A",1
"89225","FEM1B",1
"69478","FEM1C",2
"76137","FEN1",3
"82043","FER",5
"81967","FER1L6",14
"72948","FERD3L",5
"76140","FERMT1",3
"76142","FERMT2",3
"49898","FERMT3",2
"69480","FES",3
"52733","FETUB",3
"41694","FEV",1
"74218","FEZ1",7
"52735","FEZ2",2
"69481","FEZF1",1
"89451","FEZF2",3
"20448","FFAR1",1
"86562","FFAR3",2
"61566","FGA",8
"35115","FGB",1
"69482","FGD1",1
"87332","FGD2",6
"27189","FGD3",4
"82178","FGD4",3
"86563","FGD5",8
"85414","FGD6",9
"67261","FGF10",2
"6587","FGF11",1
"10875","FGF12",1
"46184","FGF13",4
"37831","FGF14",1
"88650","FGF16",2
"67262","FGF18",4
"76144","FGF20",2
"10876","FGF21",1
"90326","FGF23",3
"66164","FGF3",2
"69485","FGF6",2
"58149","FGF7",3
"69486","FGF8",2
"15675","FGF9",1
"55075","FGFBP2",2
"85415","FGFR1",3
"22794","FGFR1OP",1
"76146","FGFR1OP2",1
"87484","FGFR2",15
"59590","FGFR3",4
"90192","FGFR4",5
"85416","FGG",7
"66165","FGGY",2
"76149","FGL1",1
"88407","FGL2",4
"57420","FGR",3
"18857","FH",3
"86322","FHAD1",11
"76150","FHDC1",9
"47810","FHIT",2
"76151","FHL1",5
"41708","FHL2",2
"1602","FHL3",1
"76152","FHL5",3
"50116","FHOD1",6
"89452","FHOD3",16
"30651","FIBCD1",2
"61323","FIBIN",2
"76153","FIBP",2
"18859","FICD",1
"85418","FIG4",3
"76154","FIGF",3
"57522","FIGLA",2
"66167","FIGN",7
"87064","FIGNL1",3
"76156","FILIP1",9
"69490","FILIP1L",3
"88566","FIP1L1",3
"6593","FITM1",1
"10878","FITM2",1
"33725","FIZ1",2
"88680","FJX1",2
"76157","FKBP10",3
"26088","FKBP11",1
"76158","FKBP15",8
"86564","FKBP1C",1
"85420","FKBP2",2
"86226","FKBP3",1
"37834","FKBP4",2
"90084","FKBP5",5
"8581","FKBP6",2
"38691","FKBP7",2
"81897","FKBP8",7
"28049","FKBP9",1
"85421","FKBPL",2
"62778","FKTN",3
"76160","FLAD1",8
"83537","FLCN",2
"83127","FLG",55
"89779","FLG2",22
"61994","FLI1",6
"71139","FLII",9
"84282","FLJ22184",6
"81349","FLJ27352",1
"80208","FLJ43860",10
"84283","FLNA",24
"82663","FLNB",17
"81350","FLNC",21
"67934","FLOT1",2
"89086","FLOT2",3
"13344","FLRT1",1
"57964","FLRT2",4
"83128","FLRT3",4
"71140","FLT1",5
"83952","FLT3",4
"67654","FLT3LG",5
"84913","FLT4",6
"76167","FLVCR1",7
"66173","FLVCR2",2
"72869","FLYWCH1",6
"90327","FMN1",8
"88220","FMN2",22
"89087","FMNL1",4
"76171","FMNL2",4
"76172","FMNL3",11
"76173","FMO1",6
"86227","FMO2",6
"41735","FMO3",4
"80765","FMO4",6
"20449","FMO5",2
"87407","FMO6P",2
"28053","FMOD",1
"81968","FMR1",7
"59405","FMR1NB",2
"90193","FN1",13
"82438","FN3K",3
"73643","FN3KRP",5
"76179","FNBP1",2
"76180","FNBP1L",4
"76182","FNBP4",7
"86146","FNDC1",16
"81207","FNDC3A",5
"69497","FNDC3B",3
"67655","FNDC4",6
"85423","FNDC7",5
"71771","FNDC9",2
"76186","FNIP1",4
"41738","FNIP2",2
"76187","FNTA",1
"87695","FOCAD",9
"76188","FOLH1",8
"14903","FOLR1",1
"41740","FOLR3",3
"86324","FOLR4",5
"81969","FOPNL",4
"58844","FOS",1
"41742","FOSB",2
"4852","FOSL2",1
"87810","FOXA1",25
"81351","FOXA3",3
"73263","FOXB2",1
"67444","FOXC1",2
"65470","FOXD3",2
"86567","FOXD4",3
"87333","FOXD4L1",2
"56249","FOXD4L3",3
"20970","FOXD4L5",1
"40074","FOXD4L6",1
"44993","FOXE3",1
"13464","FOXF1",1
"48283","FOXH1",1
"4059","FOXJ1",1
"76193","FOXJ2",5
"76194","FOXJ3",8
"84914","FOXK1",2
"89700","FOXK2",2
"83617","FOXL2",2
"85425","FOXM1",6
"67657","FOXN1",5
"82886","FOXN2",1
"2305","FOXN3",1
"33970","FOXN4",1
"76198","FOXO1",2
"76199","FOXO3",1
"76200","FOXO4",5
"88273","FOXP1",6
"76201","FOXP2",4
"62977","FOXP3",1
"38946","FOXP4",3
"58951","FOXR2",2
"69500","FOXRED1",5
"67446","FPGS",4
"76203","FPGT",1
"76204","FPGT-TNNI3K",3
"55736","FPR1",3
"66181","FPR2",3
"55890","FPR3",2
"73925","FRA10AC1",2
"80209","FRAS1",29
"90194","FREM1",17
"76210","FREM2",17
"86568","FREM3",16
"89733","FRG1",11
"86147","FRG1B",10
"38696","FRG2B",2
"45553","FRK",1
"88984","FRMD1",3
"89088","FRMD3",7
"82994","FRMD4A",10
"41757","FRMD4B",3
"85426","FRMD5",3
"76212","FRMD6",6
"87972","FRMD7",5
"82288","FRMD8",1
"87973","FRMPD1",7
"89605","FRMPD2",12
"55561","FRMPD3",4
"87541","FRMPD4",21
"67268","FRRS1",5
"28054","FRS2",1
"76216","FRS3",5
"90157","FRY",7
"88624","FRYL",14
"38947","FRZB",1
"62782","FSBP",1
"61184","FSCB",3
"40075","FSCN1",1
"67270","FSCN2",1
"17839","FSCN3",1
"39349","FSD1",2
"62658","FSD1L",4
"57600","FSD2",5
"76219","FSHR",9
"85428","FSIP1",5
"88096","FSIP2",16
"36442","FST",3
"76222","FSTL1",1
"76223","FSTL4",6
"90479","FSTL5",6
"24896","FTCD",2
"67405","FTHL17",1
"39472","FTL",2
"15701","FTMT",2
"41764","FTO",2
"87975","FTSJ3",6
"80346","FTSJD1",8
"62783","FTSJD2",4
"41768","FUBP1",3
"71772","FUBP3",6
"41769","FUCA1",1
"76227","FUCA2",3
"51195","FUK",5
"76228","FUNDC1",3
"26926","FUNDC2",1
"51548","FURIN",4
"65215","FUS",3
"52784","FUT1",1
"45695","FUT10",1
"76229","FUT11",3
"81898","FUT3",3
"38948","FUT5",2
"87976","FUT6",3
"76230","FUT8",2
"47018","FUZ",1
"63630","FXR1",10
"57746","FXR2",5
"80536","FXYD3",5
"45351","FXYD5",5
"71644","FYB",6
"76231","FYCO1",7
"85430","FZD1",3
"76232","FZD10",4
"37848","FZD2",4
"76233","FZD3",5
"81354","FZD4",1
"46866","FZD5",2
"87894","FZD6",4
"84289","FZD7",3
"60578","FZD8",1
"89548","FZD9",3
"76234","G2E3",4
"64105","G3BP1",5
"89024","G3BP2",6
"62978","G6PC",2
"64724","G6PC2",3
"66190","G6PD",4
"76235","GAA",2
"89945","GAB1",2
"71312","GAB2",5
"87977","GAB3",7
"71142","GAB4",4
"14998","GABARAP",2
"66193","GABARAPL3",1
"71694","GABBR1",3
"60025","GABBR2",4
"20401","GABPA",1
"76237","GABPB1",2
"37850","GABPB2",2
"76240","GABRA1",4
"51196","GABRA2",3
"88408","GABRA3",6
"88835","GABRA4",7
"66194","GABRA5",4
"88274","GABRA6",7
"29271","GABRB1",3
"83438","GABRB2",6
"62784","GABRB3",1
"50673","GABRD",2
"60727","GABRE",2
"74150","GABRG1",8
"89998","GABRG2",3
"83131","GABRG3",4
"24897","GABRP",1
"83956","GABRQ",5
"76248","GABRR1",2
"65471","GABRR3",5
"81355","GAD1",3
"80650","GAD2",3
"13930","GADD45GIP1",1
"48051","GADL1",3
"61569","GAGE10",1
"1619","GAGE12J",1
"63343","GAGE13",1
"25669","GAGE2B",1
"52792","GAGE2C",1
"88651","GAK",4
"20534","GAL",1
"36975","GAL3ST1",5
"76250","GAL3ST3",1
"83887","GAL3ST4",2
"64315","GALC",2
"16570","GALE",1
"82439","GALK2",4
"69511","GALM",1
"66195","GALNS",2
"61633","GALNT1",3
"87244","GALNT10",6
"89872","GALNT11",5
"76255","GALNT12",2
"76257","GALNT13",7
"84292","GALNT14",1
"50803","GALNT2",2
"51420","GALNT3",3
"52796","GALNT4",1
"48286","GALNT5",6
"41788","GALNT6",4
"73374","GALNT7",5
"74010","GALNT8",7
"61998","GALNT9",6
"60728","GALNTL1",3
"76260","GALNTL2",3
"39504","GALNTL4",1
"85431","GALNTL5",7
"31673","GALNTL6",5
"66197","GALR1",1
"67658","GALR2",2
"48288","GALR3",1
"81358","GALT",2
"33976","GAMT",1
"76261","GAN",3
"87613","GANAB",10
"87208","GANC",4
"76262","GAP43",6
"61829","GAPDH",1
"66198","GAPDHS",2
"76263","GAPT",2
"89129","GAPVD1",9
"35563","GAR1",1
"76266","GARNL3",9
"76267","GARS",2
"76268","GART",3
"87542","GAS2",3
"46475","GAS2L1",1
"86571","GAS2L2",1
"90195","GAS2L3",5
"71995","GAS6",5
"88275","GAS7",2
"76272","GAS8",2
"16952","GAST",1
"32953","GATA1",2
"24562","GATA2",1
"90480","GATA3",104
"48290","GATA4",2
"84915","GATAD2A",3
"87066","GATAD2B",1
"41793","GATC",2
"51380","GATM",3
"52802","GBA",2
"85432","GBA2",4
"90196","GBA3",4
"46185","GBAS",1
"67354","GBE1",4
"84295","GBF1",8
"21437","GBGT1",2
"89999","GBP1",2
"52805","GBP2",2
"72949","GBP3",2
"87978","GBP4",8
"18335","GBP5",6
"64949","GBP6",5
"66205","GBP7",8
"35116","GBX2",1
"10914","GC",1
"83132","GCAT",4
"60912","GCC1",3
"85433","GCC2",14
"67272","GCDH",2
"81359","GCFC1",6
"41796","GCFC2",1
"74012","GCGR",5
"60210","GCH1",1
"66207","GCK",3
"72714","GCKR",5
"58155","GCLC",3
"60729","GCLM",3
"76281","GCM1",1
"52811","GCM2",5
"88625","GCN1L1",12
"45992","GCNT2",1
"10916","GCNT3",1
"80296","GCNT4",4
"69521","GCOM1",2
"76283","GCSAM",1
"17646","GCSAML",1
"41800","GDA",2
"64667","GDAP1",3
"64950","GDAP1L1",4
"76284","GDAP2",1
"8591","GDE1",2
"81678","GDF2",2
"27711","GDF3",1
"88735","GDF5",2
"51445","GDF5OS",2
"56016","GDF6",1
"85435","GDF9",7
"64691","GDI1",3
"76287","GDI2",2
"69523","GDPD1",3
"85436","GDPD2",6
"89607","GDPD4",6
"85437","GDPD5",2
"8152","GDPGP1",2
"66212","GEMIN2",3
"60731","GEMIN4",5
"83843","GEMIN5",5
"76288","GEMIN6",1
"88355","GEMIN7",1
"35726","GEN1",1
"89946","GET4",2
"83134","GFAP",5
"28402","GFI1",1
"59407","GFM1",5
"86573","GFM2",5
"10920","GFOD1",1
"41806","GFOD2",2
"83135","GFPT1",3
"88164","GFPT2",9
"84297","GFRA2",3
"66213","GFRA3",2
"85440","GFRAL",2
"69524","GGA1",5
"2220","GGA2",1
"71314","GGA3",2
"26092","GGCT",1
"81360","GGCX",3
"83618","GGN",2
"68780","GGNBP2",3
"85441","GGPS1",3
"56732","GGT1",6
"66215","GGT2",1
"52819","GGT5",5
"46187","GGTLC1",2
"69525","GH2",3
"73185","GHITM",3
"76294","GHR",5
"41813","GHRH",1
"69526","GHRHR",5
"88681","GHRL",2
"76295","GHSR",2
"74013","GID4",1
"84298","GID8",1
"76296","GIF",2
"85442","GIGYF1",7
"60581","GIGYF2",6
"58491","GIMAP1",3
"62000","GIMAP2",1
"81844","GIMAP4",2
"87486","GIMAP5",3
"68847","GIMAP6",2
"60913","GIMAP7",4
"87614","GIMAP8",12
"76298","GIN1",3
"7489","GINM1",3
"9750","GINS1",1
"87444","GINS2",2
"76299","GINS3",2
"73375","GIP",3
"47618","GIPC1",1
"73612","GIPC3",4
"58156","GIPR",1
